corso_codice;materia_codice;materia_descrizione;url;tipo;componente_id
8060;78433;INTERPRETAZIONE SPECIALIZZATA - LINGUA RUSSA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401414;modulo;401414
8060;78418;INTERPRETAZIONE DALL'INGLESE VERSO L'ITALIANO II (C.I.);;;401247
8060;78419;INTERPRETAZIONE DALL'INGLESE VERSO L'ITALIANO II (6 CFU);;modulo;401248
8060;78420;INTERPRETAZIONE SPECIALIZZATA - LINGUA INGLESE;;modulo;401249
8060;78421;INTERPRETAZIONE DAL FRANCESE VERSO L'ITALIANO II (C.I.);;;401250
8060;78422;INTERPRETAZIONE DAL FRANCESE VERSO L'ITALIANO II (6 CFU);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401251;modulo;401251
8060;78423;INTERPRETAZIONE SPECIALIZZATA - LINGUA FRANCESE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401252;modulo;401252
8060;78425;INTERPRETAZIONE DAL TEDESCO VERSO L'ITALIANO II (C.I.);;;401257
8060;78426;INTERPRETAZIONE DAL TEDESCO VERSO L'ITALIANO II (6 CFU);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401258;modulo;401258
8060;78427;INTERPRETAZIONE SPECIALIZZATA - LINGUA TEDESCA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401259;modulo;401259
8060;78428;INTERPRETAZIONE DALLO SPAGNOLO VERSO L'ITALIANO II (C.I.);;;401260
8060;78429;INTERPRETAZIONE DALLO SPAGNOLO VERSO L'ITALIANO II (6 CFU);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401261;modulo;401261
8060;78430;INTERPRETAZIONE SPECIALIZZATA - LINGUA SPAGNOLA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401262;modulo;401262
8060;78431;INTERPRETAZIONE DAL RUSSO VERSO L'ITALIANO II (C.I.);;;401263
8060;78432;INTERPRETAZIONE DAL RUSSO VERSO L'ITALIANO II (6 CFU);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401264;modulo;401264
8060;78433;INTERPRETAZIONE SPECIALIZZATA - LINGUA RUSSA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401265;modulo;401265
8060;78434;METODI E TECNOLOGIE PER L'INTERPRETAZIONE II;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401266;;401266
8060;78435;COMUNICAZIONE IN AMBITI SPECIALIZZATI (C.I.);;;401268
8060;78436;COMUNICAZIONE ISTITUZIONALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401269;modulo;401269
8060;78437;LINGUAGGI SPECIALIZZATI;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401270;modulo;401270
8060;78623;INTERPRETAZIONE E LINGUA CINESE (C.I.);;;401934
8060;78624;LINGUA CINESE PER INTERPRETI (LINGUA B);;modulo;401935
8060;78625;INTERPRETAZIONE DAL CINESE VERSO L'ITALIANO I (6 CFU);;modulo;401936
8060;82081;INTERPRETAZIONE DI CONFERENZA IN FRANCESE DALL'ITALIANO (LINGUA B);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/416351;;416351
8060;82082;INTERPRETAZIONE DI CONFERENZA IN INGLESE DALL'ITALIANO (LINGUA B);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/416352;;416352
8060;82083;INTERPRETAZIONE DI CONFERENZA IN RUSSO DALL'ITALIANO (LINGUA B);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/416353;;416353
8060;82084;INTERPRETAZIONE DI CONFERENZA IN SPAGNOLO DALL'ITALIANO (LINGUA B);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/416354;;416354
8060;82085;INTERPRETAZIONE DI CONFERENZA IN TEDESCO DALL'ITALIANO (LINGUA B);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/416355;;416355
8060;83657;Esercitazioni di Interpretazione e Lingua Inglese;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/419278;;419278
8060;81355;PREPARAZIONE PROVA FINALE ALL'ESTERO;;;425239
8060;35199;PROVA FINALE;;;425240
8060;70441;TIROCINIO IN PREPARAZIONE DELLA PROVA FINALE;;;425241
8060;81354;TIROCINIO IN PREPARAZIONE DELLA PROVA FINALE ALL'ESTERO;;;425242
8060;74034;TIROCINIO ERASMUS PLACEMENT (8 CFU);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/425467;;425467
8060;74033;TIROCINIO ERASMUS PLACEMENT (12 CFU);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/425468;;425468
8874;29857;PSICOLINGUISTICA (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401597;;401597
8874;29853;LINGUISTICA COMPUTAZIONALE (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401601;;401601
8874;30713;SOCIOLINGUISTICA (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/401603;;401603
8874;78662;INFORMATION TECHNOLOGY SKILLS (LM) I.C.;;;402022
8874;78664;INFORMATION TECHNOLOGY SKILLS (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402023;modulo;402023
8874;78665;COMPUTER STUDIES AND HUMAN SCIENCES (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402024;modulo;402024
8874;78667;ENGLISH FOR SPECIFIC PURPOSES 1 (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402029;;402029
8874;78668;RUSSIAN FOR SPECIFIC PURPOSES 1 (LM);;;402030
8874;78669;SPANISH FOR SPECIFIC PURPOSES 1 (LM);;;402031
8874;78671;FRENCH LINGUISTICS 1 (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402033;;402033
8874;78672;ENGLISH LINGUISTICS 1 (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402034;;402034
8874;78673;RUSSIAN LINGUISTICS 1 (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402035;;402035
8874;78674;SPANISH LINGUISTICS 1 (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402036;;402036
8874;78675;GERMAN LINGUISTICS 1 (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402037;;402037
8874;78676;MEDIATION - FRENCH (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402038;;402038
8874;78677;MEDIATION - ENGLISH (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402039;;402039
8874;78678;MEDIATION - RUSSIAN (LM);;;402040
8874;78679;MEDIATION - SPANISH (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402041;;402041
8874;78680;MEDIATION - GERMAN (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402042;;402042
8874;78681;HISTORY OF THE FRENCH LANGUAGE (LM);;;402043
8874;78683;HISTORY OF THE RUSSIAN LANGUAGE (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402045;;402045
8874;78684;HISTORY OF THE SPANISH LANGUAGE (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402046;;402046
8874;78686;TRANSLATION - FRENCH (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402048;;402048
8874;78687;TRANSLATION - ENGLISH (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402049;;402049
8874;78690;TRANSLATION - SPANISH (LM);;;402052
8874;78691;TRANSLATION - GERMAN (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402053;;402053
8874;78693;CULTURAL ECONOMICS (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402058;;402058
8874;78696;GEOGRAPHY OF LANGUAGES (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402061;;402061
8874;78697;CONTEMPORARY HISTORY (LM);;;402062
8874;78700;ENGLISH FOR SPECIFIC PURPOSES 2 (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402065;;402065
8874;78701;RUSSIAN FOR SPECIFIC PURPOSES 2 (LM);;;402066
8874;78702;SPANISH FOR SPECIFIC PURPOSES 2 (LM);;;402067
8874;78704;FRENCH LINGUISTICS 2 (LM);;;402070
8874;78706;RUSSIAN LINGUISTICS 2 (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402072;;402072
8874;78707;SPANISH LINGUISTICS 2 (LM);;;402073
8874;78708;GERMAN LINGUISTICS 2 (LM);;;402076
8874;78710;MANAGEMENT OF CULTURAL EVENTS (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402078;;402078
8874;78711;PUBLIC SERVICES MANAGEMENT (LM);;;402079
8874;78712;MANAGEMENT AND HUMAN RESOURCES MANAGEMENT (LM);;;402080
8874;78713;SOCIOLOGY OF CULTURAL AND COMMUNICATION PROCESSES (LM);;;402081
8874;78715;TRAINEESHIP (LM);;;402083
8874;78716;FINAL EXAMINATION (LM);;;402086
8874;78774;SOCIOLOGY OF MIGRATIONS (LM);;;402269
8874;79043;COMPARATIVE CONSTITUTIONALISM (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/402927;;402927
8874;81777;TEORIA DEL LESSICO (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412253;;412253
8874;81778;HISTORY OF MASS COMMUNICATION (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412254;;412254
8874;81779;WEB SOCIETY AND GLOBALIZATION (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412255;;412255
8874;81782;HUMANITARIAN COMMUNICATION (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412259;;412259
8874;81789;INTERNSHIP (LM);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412261;;412261
8874;37167;RIDUZIONE COORDINAMENTO CDS;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/415552;;415552
9174;82009;METHODS IN TRANSLATION PRACTICE (I.C);;;412933
9174;82010;TRANSLATION AND REVISION TECHNIQUES (ENGLISH AND ITALIAN);;modulo;412934
9174;82011;Corpus Linguistics;;modulo;412935
9174;82012;LINGUISTICS FOR TRANSLATORS (I.C.);;;412937
9174;82013;TEXT LINGUISTICS;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412938;modulo;412938
9174;82014;Translation Theory;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412939;modulo;412939
9174;82015;TRANSLATION FOR THE PUBLISHING INDUSTRY (FRENCH);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412943;;412943
9174;82016;TRANSLATION FOR THE PUBLISHING INDUSTRY (RUSSIAN);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412945;;412945
9174;82017;TRANSLATION FOR THE PUBLISHING INDUSTRY (SPANISH);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412947;;412947
9174;82018;TRANSLATION FOR THE PUBLISHING INDUSTRY (GERMAN);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412948;;412948
9174;82020;TRANSLATION TECHNOLOGY AND METHODS (I.C.);;;412951
9174;82021;COMPUTER-ASSISTED TRANSLATION AND WEB LOCALIZATION;;modulo;412952
9174;82022;MACHINE TRANSLATION AND POST-EDITING;;modulo;412953
9174;82023;INFORMATION MINING AND TERMINOLOGY;;modulo;412954
9174;82024;MEDIA COMMUNICATION (FRENCH);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412955;;412955
9174;82025;MEDIA COMMUNICATION (RUSSIAN);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412956;;412956
9174;82026;MEDIA COMMUNICATION (SPANISH);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412957;;412957
9174;82027;MEDIA COMMUNICATION (GERMAN);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412958;;412958
9174;82028;MEDIA COMMUNICATION (CHINESE);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/412959;;412959
9174;82117;TRANSLATION FOR THE PUBLISHING INDUSTRY (CHINESE);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/413177;;413177
9174;81976;FINAL EXAMINATION LM;;;413449
9174;37840;INTERNSHIP LM;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/413450;;413450
9174;32180;RUSSIAN ADVANCED;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/418295;;418295
9174;35520;TECNICHE EDITORIALI;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/418296;;418296
9174;70677;TECNICHE DI SCRITTURA SAGGISTICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/418297;;418297
9174;81976;FINAL EXAMINATION LM;;;425245
9174;84551;INTERNSHIP ABROAD FOR PREPARATION FOR THE FINAL EXAMINATION;;;425246
9174;84549;INTERNSHIP FOR PREPARATION FOR THE FINAL EXAMINATION;;;425247
9174;84548;PREPARATION FOR THE FINAL EXAMINATION ABROAD;;;425248
9174;74034;TIROCINIO ERASMUS PLACEMENT (8 CFU);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/425471;;425471
9174;74033;TIROCINIO ERASMUS PLACEMENT (12 CFU);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/425472;;425472
979;31031;LETTERATURA INGLESE 1;;;328831
